Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used
Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,24,751,0.03195739,0.0421,demersal,675,Active predation,minor commercial,N,N,LC,57,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0,380,0,0,bathydemersal,375,Benthic foraging,commercial,N,N,LC,54,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Lepidopus caudatus,Silver scabbardfish,Perciformes,Trichiuridae,3.8,0,1,0,0,benthopelagic,200,Active predation,highly commercial,N,Y,DD,53,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,0,36,0,0,demersal,235,Active predation,highly commercial,N,Y,LC,64,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Micromesistius poutassou,Blue whiting,Gadiformes,Gadidae,4.1,0,3,0,0,bathypelagic,350,Particulate feeder,highly commercial,N,N,Not assessed,34,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Molva macrophthalma,Spanish ling,Gadiformes,Lotidae,4.5,0,13,0,0,demersal,600,Active predation,none,N,N,LC,63,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Mora moro,Common mora,Gadiformes,Moridae,3.8,0,19,0,0,bathypelagic,1500,Benthic foraging,minor commercial,N,N,LC,61,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Nettastoma melanurum,Blackfin sorcerer,Anguilliformes,Nettastomatidae,3.5,0,1,0,0,bathypelagic,594.5,Benthic foraging,none,N,N,LC,44,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Pagellus bogaraveo,Blackspot seabream,Perciformes,Sparidae,4.2,1,60,0.016666667,0.0216,benthopelagic,225,Benthic foraging,commercial,N,Y,NT,57,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,3.7,0,46,0,0,benthopelagic,275,Benthic foraging,commercial,N,N,Not assessed,52,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Polyprion americanus,Wreckfish,Perciformes,Polyprionidae,4.1,0,14,0,0,demersal,200,Active predation,minor commercial,N,Y,CR,72,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Pteroplatytrygon violacea,Pelagic stingray,Myliobatiformes,Dasyatidae,4.4,1,2,0.5,0.65,pelagic-oceanic,50,Benthic foraging,none,N,N,LC,63,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Raja clavata,Thornback ray,Rajiformes,Rajidae,3.5,0,2,0,0,demersal,512.5,Benthic foraging,commercial,N,Y,NT,73,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Raja oxyrinchus (Dipturus oxyrinchus),Longnosed skate,Rajiformes,Rajidae,3.5,0,10,0,0,bathydemersal,650,Benthic foraging,minor commercial,N,N,NT,77,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Schedophilus ovalis,Imperial blackfish,Perciformes,Centrolophidae,3.5,0,3,0,0,benthopelagic,240,Benthic foraging,commercial,N,N,Not assessed,60,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Scorpaena elongata,Slender rockfish,Scorpaeniformes,Scorpaenidae,3.9,0,1,0,0,demersal,600,Benthic foraging,minor commercial,N,N,LC,63,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,0,1,0,0,demersal,100,Active predation,minor commercial,N,N,LC,62,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Squalus acanthias,Picked dogfish,Squaliformes,Squalidae,4.4,0,10,0,0,benthopelagic,175,Active predation,commercial,N,Y,LC,64,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Squalus blainville,Longnose spurdog,Squaliformes,Squalidae,4,1,75,0.013333333,0.0173,demersal,398,Active predation,commercial,N,N,DD,67,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Sudis hyalina,,Aulopiformes,Paralepidae,4.2,0,5,0,0,bathypelagic,1100,Active predation,none,N,N,DD,57,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Xiphias gladius,Swordfish,Perciformes,Xiphiidae,4.5,0,1,0,0,pelagic-oceanic,275,Active predation,commercial,N,Y,EN,72,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4,0,1,0,0,demersal,169,Benthic foraging,commercial,N,Y,LC,40,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Citharus linguatula,Spotted flounder,Pleuronectiformes,Citaridae,4,1,52,0.019230769,0.019230769,demersal,150,Benthic foraging,minor commercial,N,N,LC,37,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,11,148,0.074324324,0.13,demersal,200,Benthic foraging,commercial,N,Y,LC,29,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,0,8,0,0,demersal,207,Benthic foraging,commercial,N,Y,LC,39,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,2,80,0.025,0.02,benthopelagic,60,Benthic foraging,commercial,N,Y,LC,40,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,27,139,0.194244604,0.7,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,2,88,0.022727273,0.04,demersal,35,Benthic foraging,highly commercial,Y,Y,DD,36,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Trachurus mediterraneus,Mediterranean horse mackerel,Perciformes,Carangidae,3.8,0,2,0,0,pelagic-oceanic,250,Particulate feeder,commercial,N,Y,LC,47,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Trachurus picturatus,Blue jack mackerel,Perciformes,Carangidae,3.3,0,9,0,0,benthopelagic,337.5,Particulate feeder,commercial,N,N,LC,68,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,12,50,0.24,0.52,pelagic-neritic,150,Particulate feeder,highly commercial,N,Y,VU,59,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,NA,NA
Prionace glauca,Blue shark,Carcharhiniformes,Carcharhinidae,4.4,1,757,0.001321004,0.001321004,pelagic-oceanic,110,Active predation,minor commercial,N,Y,NT,77,BRAZ,June of 2017,2019,Barreto et al. 2019,N,1,marine,longline,incidental,none,NA,NA
Alopias superciliosus,Bigeye thresher,Lamniformes,Alopiidae,4.5,1,1,1,2,pelagic-oceanic,50,Active predation,commercial,N,Y,VU,84,INDW,2012,2014,Benjamin et al. 2014,N,1,marine,gillnets,incidental,none,NA,NA
Centroscymnus coelolepis,Portuguese dogfish,Squaliformes,Somniosidae,4.5,2,86,0.023255814,,bathydemersal,1600,Active predation,minor commercial,N,N,NT,75,MEDI,1988-1990,1992,Carrasson et al. 1992,N,1,marine,"otter trawl, trawling, longline",plastic study,none,NA,NA
Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,3,95,0.031578947,,bathydemersal,350,Active predation,minor commercial,N,N,LC,63,MEDI,1988-1990,1992,Carrasson et al. 1992,N,1,marine,"otter trawl, trawling, longline",plastic study,none,NA,NA
Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,2,99,0.02020202,,demersal,675,Active predation,minor commercial,N,N,LC,57,MEDI,1988-1990,1992,Carrasson et al. 1992,N,1,marine,"otter trawl, trawling, longline",plastic study,none,NA,NA
Carcharhinus amboinensis,Pigeye shark,Carcharhiniformes,Carcharhinidae,4.3,0,222,0,0,reef-associated,75,Active predation,minor commercial,N,Y,NT,74,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharhinus brachyurus,Copper shark,Carcharhiniformes,Carcharhinidae,4.5,1,1404,0.000712251,,reef-associated,180,Active predation,minor commercial,N,Y,VU,87,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharhinus brevipinna,Spinner shark,Carcharhiniformes,Carcharhinidae,4.2,0,1699,0,0,reef-associated,50,Active predation,commercial,N,Y,VU,62,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharhinus leucas,Bull shark,Carcharhiniformes,Carcharhinidae,4.3,4,661,0.006051437,,reef-associated,76.5,Active predation,commercial,N,Y,NT,88,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharhinus limbatus,Blacktip shark,Carcharhiniformes,Carcharhinidae,4.4,4,1785,0.002240896,,reef-associated,30,Active predation,commercial,N,Y,VU,55,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharhinus obscurus,Dusky Shark,Carcharhiniformes,Carcharhinidae,4.3,4,2741,0.001459321,,reef-associated,400,Active predation,commercial,N,Y,VU,88,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharhinus plumbeus,Sandbar shark,Carcharhiniformes,Carcharhinidae,4.5,0,379,0,0,benthopelagic,42.5,Active predation,commercial,N,Y,VU,88,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharias taurus,Sand tiger shark,Carcharhiniformes,Carcharhinidae,4.5,1,2268,0.000440917,,reef-associated,25,Active predation,commercial,N,Y,CR,58,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Carcharodon carcharias,Great white shark,Carcharhiniformes,Carcharhinidae,4.5,2,524,0.003816794,,pelagic-oceanic,125,Active predation,minor commercial,N,Y,VU,86,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Galeocerdo cuvier,Tiger shark,Carcharhiniformes,Carcharhinidae,4.5,38,505,0.075247525,,benthopelagic,70,Active predation,commercial,N,Y,NT,64,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Isurus oxyrinchus,Shortfin mako,Lamniformes,Lamnidae,4.5,2,231,0.008658009,,pelagic-oceanic,125,Active predation,minor commercial,N,Y,NT,83,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Sphyrna lewini,Scalloped hammerhead,Carcharhiniformes,Sphyrnidae,4.1,2,1916,0.001043841,,pelagic-oceanic,12.5,Active predation,commercial,N,Y,VU,81,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Sphyrna mokarran,Great hammerhead,Carcharhiniformes,Sphyrnidae,4.3,0,177,0,0,pelagic-oceanic,50,Active predation,commercial,N,N,EN,86,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Sphyrna zygaena,Smooth hammerhead,Carcharhiniformes,Sphyrnidae,4.9,2,1154,0.001733102,,pelagic-oceanic,10,Active predation,commercial,N,Y,VU,85,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,NA,NA
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,1,149,0.007,0.0067,benthopelagic,225,Active predation,highly commercial,N,N,LC,57,BRAZ,2012,2014,Di Benneditto and Awabdi 2014,N,1,marine,"nets, trawling",plastic study,none,NA,NA
Ariidae spp.,,Siluriformes,Ariidae,,4,218,0.018,,,,,,,,,,BRAZ,1987-2019,2014,Di Benneditto and Awabdi 2014,N,1,marine,,not described,none,NA,NA
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,3,212,0.014,,benthopelagic,294.5,Active predation,highly commercial,N,Y,LC,57,BRAZ,1987-2018,2014,Di Benneditto and Awabdi 2014,N,1,marine,,not described,none,NA,NA
Alepisaurus ferox,Longnosed lancetfish,Aulopiformes,Alepisauridae,4,1,1,1,1,bathypelagic,915,Active predation,none,N,N,LC,83,AUSW,August-September 2005,2008,Fujieda et al. 2008,N,1,marine,longline,plastic study (not listed),none,NA,NA
Istiompax indica,Black marlin,Perciformes,Istiophoridae,4.5,1,1,1,1,pelagic-oceanic,100,Active predation,commercial,N,Y,DD,78,AUSW,August-September 2005,2008,Fujieda et al. 2008,N,1,marine,longline,plastic study (not listed),none,NA,NA
Rhincodon typus,Whale shark,Orectolobiformes,Rhincodontidae,3.6,1,1,1,1,pelagic-oceanic,50,Filter-feeder: obligate,commercial,N,N,VU,87,SUND,2005,2007,Haetrakul et al. 2007,N,1,marine,incidental,incidental,none,NA,NA
Lampris immaculatus,Southern opah,Lampriformes,Lampridae,4.4,10,69,0.144927536,0.144927536,pelagic-oceanic,267.5,Active predation,none,N,N,Not assessed,57,FKLD,1993-1994,2000,Jackson et al. 2000,N,1,marine,trawling,plastic study,none,NA,NA
Aphanopus carbo,Black scabbard,Perciformes,Trichiuridae,4.5,0,11,0,,bathypelagic,1000,Active predation,highly commercial,N,N,Not assessed,64,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Callionymus lyra,Dragonet,Perciformes,Callionymidae,4.3,0,2116,0,,demersal,17.5,Benthic foraging,minor commercial,N,N,LC,29,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Chelidonichthys cuculus,Red gurnard,Scorpaeniformes,Triglidae,3.8,1,3503,0.00028547,,demersal,140,Benthic foraging,minor commercial,N,N,LC,46,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Chelidonichthys gurnardus,Gray gurnard,Scorpaeniformes,Triglidae,3.9,0,2853,0,,demersal,80,Benthic foraging,commercial,N,N,Not assessed,30,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4,0,1019,0,,demersal,169,Benthic foraging,commercial,N,Y,LC,40,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Chelidonichthys obscurus,Longfin gurnard,Scorpaeniformes,Triglidae,3.7,0,412,0,,demersal,85,Benthic foraging,commercial,N,N,LC,52,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Conger conger,European conger,Anguilliformes,Congridae,4.2,1,7007,0.000142714,,demersal,585.5,Active predation,commercial,N,Y,LC,86,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Deania calcea,Birdbeak dogfish,Squaliformes,Centrophoridae,4.3,0,130,0,,bathydemersal,900,Active predation,minor commercial,N,N,LC,66,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,0,756,0,,bathydemersal,350,Active predation,minor commercial,N,N,LC,63,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Gaidropsarus macrophthalmus,Bigeye rockling,Gadiformes,Lotidae,3.5,0,725,0,,demersal,340,Benthic foraging,subsistence,N,N,LC,27,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Galeus spp.,,Carcharhiniformes,Scyliorhinidae,,3,2962,0.001012829,,,,Active predation,,,,,,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0,3618,0,,bathydemersal,375,Benthic foraging,commercial,N,N,LC,54,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Lepidorhombus boscii,Four-spot megrim,Pleuronectiformes,Scophthalmidae,3.7,0,25914,0,,demersal,403.5,Benthic foraging,minor commercial,N,N,Not assessed,38,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Lepidorhombus whiffiagonis,Megrim,Pleuronectiformes,Scophthalmidae,4.3,0,6753,0,,demersal,400,Benthic foraging,highly commercial,N,N,Not assessed,62,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Leucoraja circularis,Sandy ray,Rajiformes,Rajidae,3.5,0,34,0,,demersal,373,Benthic foraging,minor commercial,N,N,EN,67,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Leucoraja naevus,Cuckoo ray,Rajiformes,Rajidae,4.2,1,381,0.002624672,,demersal,260,Benthic foraging,commercial,N,N,LC,47,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Lithognathus mormyrus,Sand seabras,Perciformes,Sparidae,3.4,0,63,0,,demersal,15,Benthic foraging,minor commercial,N,Y,LC,40,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Lophius budegassa,Blackbellied angler,Lophiiformes,Lophiidae,4.4,0,505,0,,bathydemersal,541.5,Active predation,commercial,N,N,DD,69,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Lophius piscatorius,Angler,Lophiiformes,Lophiidae,4.5,0,1382,0,,bathydemersal,,Active predation,highly commercial,N,N,LC,72,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,0,16164,0,,demersal,235,Active predation,highly commercial,N,Y,LC,64,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Micromesistius poutassou,Blue whiting,Gadiformes,Gadidae,4.1,2,10575,0.000189125,,demersal,350,Active predation,highly commercial,N,N,Not assessed,34,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Molva macrophthalma,Spanish ling,Gadiformes,Lotidae,4.5,0,990,0,,demersal,600,Active predation,none,N,N,LC,63,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,0,1298,0,,demersal,207,Benthic foraging,commercial,N,Y,LC,39,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Pagellus acarne,Axillary seabream,Perciformes,Sparidae,3.8,0,1917,0,,benthopelagic,70,Benthic foraging,commercial,N,Y,LC,43,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Pagellus bogaraveo,Blackspot seabream,Perciformes,Sparidae,4.2,0,174,0,,benthopelagic,226,Active predation,commercial,Y,N,NT,57,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,0,370,0,,benthopelagic,60,Benthic foraging,commercial,N,Y,LC,40,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,3.7,0,1828,0,,benthopelagic,275,Active predation,commercial,N,N,Not assessed,52,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Raja clavata,Thornback ray,Rajiformes,Rajidae,3.5,0,2705,0,,demersal,512.5,Benthic foraging,commercial,N,Y,NT,73,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Raja montagui,Spotted ray,Rajiformes,Rajidae,3.9,0,1421,0,,demersal,269,Benthic foraging,minor commercial,N,N,LC,57,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Scorpaena loppei,Cadenat's rockfish,Scorpaeniformes,Scorpaenidae,3.5,0,104,0,,demersal,125,Benthic foraging,none,N,N,LC,26,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Scorpaena scrofa,Red scorpionfish,Scorpaeniformes,Scorpaenidae,4.3,0,51,0,,demersal,125,Benthic foraging,commercial,N,N,LC,68,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,7,9981,0.000701333,,demersal,100,Active predation,minor commercial,N,N,LC,62,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Scymnodon ringens,Knifetooth dogfish,Squaliformes,Somniosidae,3.9,0,49,0,,bathypelagic,900,Active predation,minor commercial,N,N,DD,58,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
Spondyliosoma cantharus,Black seabream,Perciformes,Sparidae,3.3,0,284,0,,benthopelagic,152.5,Benthic foraging,commercial,Y,N,LC,37,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,NA,NA
