Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used
Thunnus albacares,Yellowfin tuna,Perciformes,Scombridae,4.4,18,68,0.264705882,0.676470588,pelagic-oceanic,50.5,Active predation,highly commercial,Y,Y,NT,51,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Thyrsites atun,Snoek,Perciformes,Gempylidae,3.6,8,28,0.285714286,0.607142857,benthopelagic,300,Active predation,highly commercial,N,Y,Not assessed,63,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Trachurus novaezelandiae,Yellowtail horse mackerel,Perciformes,Carangidae,3.2,1,31,0.032258065,0.032258065,pelagic-oceanic,261,Benthic foraging,commercial,N,Y,LC,38,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Ethmalosa fimbriata,Bonga shad,Clupeiformes,Clupeidae,2.5,23,157,0.1441,0.265,pelagic-neritic,25,Filter-feeder: facultative,highly commercial,N,N,LC,21,GUIN,July - December 2016,2019,Mboglen et al. 2019,Y,3,marine,gillnet,artisanal fishing,none,not described,vaguely mentioned
Pseudotolithus senegallus,Cassava croaker,Perciformes,Sciaenidae,3.8,18,80,0.2292,0.736,demersal,35,Benthic foraging,minor commercial,N,Y,EN,42,GUIN,July - December 2016,2019,Mboglen et al. 2019,Y,3,marine,gillnet,artisanal fishing,none,not described,vaguely mentioned
Pseudotolithus typus,Longneck croaker,Perciformes,Sciaenidae,3.7,28,135,0.2093,0.471,demersal,75,Benthic foraging,commercial,N,N,LC,49,GUIN,July - December 2016,2019,Mboglen et al. 2019,Y,3,marine,gillnet,artisanal fishing,none,not described,vaguely mentioned
Osmerus eperlanus,European smelt,Osmeriformes,Osmeridae,3.5,2,10,0.2,,pelagic-neritic,,Active predation,commercial,N,N,LC,43,NECS,2014,2017,McGoran et al. 2017,Y,2,marine,"fyke nets, trawling",plastic study,FTIR,not described,yes
Platichthys flesus,European flounder,Pleuronectiformes,Pleuronectidae,3.3,49,66,0.742424242,,demersal,50,Benthic foraging,commercial,experimental,Y,LC,42,NECS,2014,2017,McGoran et al. 2017,Y,2,marine,"fyke nets, trawling",plastic study,FTIR,not described,yes
Acanthurus coeruleus,Blue tang surgeonfish,Perciformes,Acanthuridae,2,0,1,0,0,reef-associated,21,Grazing,minor commercial,N,N,LC,59,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Caranx crysos,Blue runner,Perciformes,Carangidae,4.1,0,3,0,0,reef-associated,50,Benthic foraging,minor commercial,N,Y,LC,34,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Hypanus americanus,Southern stingray,Myliobatiformes,Dasyatidae,3.5,0,3,0,0,reef-associated,2,Benthic foraging,commercial,N,Y,DD,77,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Lagocephalus laevigatus,Smooth puffer,Tetraodontiformes,Tetraodontidae,4,0,1,0,0,pelagic-neritic,95,Benthic foraging,minor commercial,N,N,LC,54,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Lutjanus analis,Mutton snapper,Perciformes,Lutjanidae,3.9,0,2,0,0,reef-associated,65,Benthic foraging,highly commercial,N,Y,NT,55,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Lutjanus jocu,Dog snapper,Perciformes,Lutjanidae,4.4,0,5,0,0,reef-associated,17.5,Benthic foraging,commercial,N,N,DD,66,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Mycteroperca sp.,,Perciformes,Serranidae,,0,1,0,0,reef-associated,,,,,,,,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Paralichthys brasiliensis,Brazilian flounder,Pleuronectiformes,Paralichthyidae,4.4,0,1,0,0,demersal,20,Benthic foraging,commercial,N,Y,Not assessed,55,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Rhizoprionodon lalandii,Brazilian sharpnose shark,Carcharhiniformes,Carcharhinidae,4.3,2,6,0.33,0.67,demersal,36.5,Active predation,commercial,N,N,DD,41,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Scomberomorus cavalla,King mackerel,Perciformes,Scombridae,4.4,5,8,0.625,2.5,reef-associated,15,Particulate feeder,commercial,N,Y,LC,58,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Sphyraena guachancho,Guachanche barracuda,Perciformes,Sphyraenidae,4.4,0,1,0,0,pelagic-neritic,50,Active predation,commercial,N,N,LC,79,BRAZ,May-11,2016,Miranda and de Carvalho-Souza 2016,Y,2,marine,various,artisanal fishing,none,not described,not described
Boreogadus saida,Polar cod,Gadiformes,Gadidae,3.1,15,85,0.176470588,0.194117647,demersal,200,Particulate feeder,highly commercial,N,N,Not assessed,46,BPRL,2015,2018,Morgana et al. 2018,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes
Triglops nybelini,Bigeye sculpin,Scorpaeniformes,Cottidae,3.3,24,71,0.338028169,0.338028169,demersal,400,Benthic foraging,none,N,N,Not assessed,21,BPRL,2015,2018,Morgana et al. 2018,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes
Aphanopus carbo,Black scabbard,Perciformes,Trichiuridae,4.5,0,5,0,0,bathypelagic,1000,Active predation,highly commercial,N,N,Not assessed,64,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Argentina silus,Greater argentine,Osmeriformes,Argentinidae,3.3,1,15,0.066666667,0.1,demersal,300,Benthic foraging,commercial,N,N,Not assessed,51,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Coryphaenoides rupestris,Round nose grenadier,Gadiformes,Macrouridae,3.5,0,5,0,0,bathypelagic,800,Active predation,commercial,N,N,CR,67,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Hippoglossus hippoglossus,Halibut,Pleuronectiformes,Pleuronectidae,4,0,14,0,0,demersal,1025,Active predation,commercial,experimental,Y,EN,88,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Lepidorhombus whiffiagonis,Megrim,Pleuronectiformes,Scophthalmidae,4.3,1,10,0.1,0.1,demersal,400,Benthic foraging,highly commercial,N,N,Not assessed,62,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Limanda limanda,Common dab,Pleuronectiformes,Scophthalmidae,3.4,9,19,0.473684211,1.3,demersal,85,Benthic foraging,commercial,N,N,LC,40,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Micromesistius poutassou,Blue whiting,Gadiformes,Gadidae,4.1,0,20,0,0,bathypelagic,350,Benthic foraging,highly commercial,N,N,Not assessed,34,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Molva molva,Ling,Gadiformes,Lotidae,4.4,0,5,0,0,demersal,250,Active predation,highly commercial,N,Y,Not assessed,77,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,3.3,24,47,0.510638298,0.8,demersal,50,Benthic foraging,commercial,Y,Y,LC,42,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Pleuronectes platessa,European plaice,Pleuronectiformes,Pleuronectidae,3.2,28,62,0.451612903,0.9,demersal,50,Benthic foraging,highly commercial,Y,Y,LC,71,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Pollachius pollachius,Pollock,Gadiformes,Gadidae,4.3,0,5,0,0,benthopelagic,100,Benthic foraging,commercial,N,Y,LC,59,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,0,5,0,0,pelagic-neritic,150,Particulate feeder,highly commercial,N,Y,VU,59,NECS,Nov 2013-Dec 2014,2017,Murphy et al. 2017,Y,2,marine,bottom trawls,plastic study,FTIR,open-air lab control,yes
Boops boops,Bogue,Perciformes,Sparidae,2.8,195,337,0.578635015,2.17,demersal,50,Benthic foraging,highly commercial,N,Y,LC,50,MEDI,March-May 2014,2016,Nadal et al. 2016,Y,2,marine,"bottom trawls, purse seine",commercial fishing,none,open-air lab control,yes
Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,51,70,0.73,3.8,benthopelagic,60,Benthic foraging,highly commercial,Y,Y,LC,42,EAFR,14-Nov,2016,Naidoo et al. 2016,Y,2,estuarine,castnet,plastic study,none,open-air lab control,yes
Alosa fallax,Twaite shad,Clupeiformes,Clupeidae,4,1,1,1,1,pelagic-neritic,250,Benthic foraging,minor commercial,N,N,LC,50,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Argyrosomus regius,Meagre,Perciformes,Sciaenidae,4.3,3,5,0.6,0.8,benthopelagic,300,Active predation,commercial,N,Y,LC,67,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Boops boops,Bogue,Perciformes,Sparidae,2.8,3,32,0.09375,0.09,demersal,50,Benthic foraging,highly commercial,N,Y,LC,50,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Brama brama,Atlantic pomfret,Perciformes,Bramidae,4.1,3,4,0.75,0.67,pelagic-neritic,100,Active predation,commercial,N,N,LC,71,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Dentex macrophthalmus,Large-eye dentex,Perciformes,Sparidae,3.5,1,1,1,1,benthopelagic,265,Benthic foraging,commercial,N,Y,LC,33,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0,1,0,0,bathydemersal,375,Benthic foraging,commercial,N,N,LC,54,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Lepidorhombus boscii,Four-spot megrim,Pleuronectiformes,Scophthalmidae,3.7,1,2,0.5,,demersal,403.5,Benthic foraging,minor commercial,N,N,Not assessed,38,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Lepidorhombus whiffiagonis,Megrim,Pleuronectiformes,Scophthalmidae,4.3,0,2,0,0,demersal,400,Benthic foraging,highly commercial,N,N,Not assessed,62,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Lophius piscatorius,Angler,Lophiiformes,Lophiidae,4.5,1,2,0.5,0.5,bathydemersal,510,Active predation,highly commercial,N,N,LC,72,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,3,12,0.25,0.345,demersal,235,Active predation,highly commercial,N,Y,LC,64,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,4,4,1,1.75,demersal,207,Benthic foraging,commercial,N,Y,LC,39,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Pagellus acarne,Axillary seabream,Perciformes,Sparidae,3.8,1,1,1,1,benthopelagic,70,Benthic foraging,commercial,N,Y,LC,43,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Polyprion americanus,Wreckfish,Perciformes,Polyprionidae,4.1,0,1,0,0,demersal,200,Active predation,minor commercial,N,Y,CR,72,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Raja asterias,Mediterranean starry ray,Rajiformes,Rajidae,3.5,3,7,0.428571429,0.57,demersal,50,Benthic foraging,minor commercial,N,N,NT,32,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,0,12,0,0,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,11,35,0.314285714,0.57,pelagic-neritic,150,Particulate feeder,highly commercial,Y,Y,LC,34,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Scomber scombrus,Atlantic mackerel,Perciformes,Scombridae,3.6,4,13,0.307692308,0.46,pelagic-neritic,200,Particulate feeder,highly commercial,N,Y,LC,44,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,4,20,0.2,0.12,demersal,100,Active predation,minor commercial,N,N,LC,62,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,0,1,0,0.27,demersal,35,Benthic foraging,highly commercial,Y,Y,DD,36,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Torpedo torpedo,Common torpedo,Torpediniformes,Torpedinidae,4.5,0,1,0,0,demersal,35,Benthic foraging,none,N,N,DD,65,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Trachurus picturatus,Blue jack mackerel,Perciformes,Carangidae,3.3,1,29,0.034482759,0.03,benthopelagic,337.5,Particulate feeder,commercial,N,N,LC,68,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,3,44,0.068181818,0.07,pelagic-neritic,150,Particulate feeder,highly commercial,N,Y,VU,59,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,0,1,0,0,benthopelagic,225,Active predation,highly commercial,N,N,LC,57,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Trigla lyra,piper gurnard,Scorpaeniformes,Triglidae,3.7,6,31,0.193548387,0.26,bathydemersal,275,Benthic foraging,minor commercial,N,N,LC,63,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Trisopterus luscus,Pouting,Gadiformes,Gadidae,3.7,0,1,0,0,benthopelagic,65,Benthic foraging,commercial,N,N,Not assessed,44,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Zeus faber,John Dory,Zeiformes,Zeidae,4.5,1,1,1,1,benthopelagic,100,Active predation,commercial,Y,N,DD,68,NAST E,June-July 2013,2015,Neves et al. 2015,Y,2,marine,fish market,"commercial fishing, fish market",FTIR,not described,yes
Acanthurus japonicus,Japan surgeonfish,Perciformes,Acanthuridae,,,,,,reef-associated,10,,None,N,N,LC,22,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Acanthurus lineatus,Lined surgeonfish,Perciformes,Acanthuridae,2,,,,,reef-associated,3,Grazing,commercial,N,N,LC,24,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Acanthurus pyroferus,Chocolate surgeonfish,Perciformes,Acanthuridae,2,,,,,reef-associated,3,Grazing,commercial,N,N,LC,29,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Balistapus undulatus,Orange-lined triggerfish,Tetraodontiformes,Balistidae,3.4,,,,,reef-associated,26,,commercial,N,N,,30,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Cephalopholis urodeta,Darkfin hind,Perciformes,Serranidae,4,,,,,reef-associated,9,,subsistence,N,N,LC,14,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Melichthys vidua,Pinktail triggerfish,Tetraodontiformes,Balistidae,3.4,,,,,reef-associated,32,,minor commercial,N,N,Not assessed,34,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Monocentrus japonica,,,,,,,,,,,,,,,,,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Naso brevirostris,Spotted unicornfish,Perciformes,Acanthuridae,2.2,,,,,reef-associated,25,,commercial,N,N,LC,33,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Naso lituratus,Orangespine unicornfish,Perciformes,Acanthuridae,2.3,0,,0,0,reef-associated,17.5,Grazing,minor commercial,N,N,LC,34,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Neotrygon kuhlii,Blue-spotted stingray,Myliobatiformes,Dasyatidae,3.3,,,,,reef-associated,85,,commercial,N,N,DD,52,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Odonus niger,Red-toothed triggerfish,Tetraodontiformes,Balistidae,3.2,,,,,reef-associated,22.5,,minor commercial,N,N,Not assessed,,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Pomacanthus imperator,Emperor angelfish,Perciformes,Pomacanthidae,2.7,0,,0,0,reef-associated,50,Benthic foraging,commercial,N,N,LC,68,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Pseudobalistes fuscus,Yellow-spotted triggerfish,Tetraodontiformes,Balistidae,4,,,,,reef-associated,40,,commercial,N,N,Not assessed,41,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Sufflamen fraenatum,Masked triggerfish,Tetraodontiformes,Balistidae,3.7,,,,,reef-associated,97,,minor commercial,N,N,LC,34,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Xanthichthys caeruleolineatus,outrigger triggerfish,Tetraodontiformes,Balistidae,3.5,0,,0,0,reef-associated,107.5,Particulate feeder,commercial,N,N,Not assessed,32,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Zebrasoma velifer,Sailfin tang,Perciformes,Acanthuridae,2,0,,0,0,reef-associated,23,Grazing,minor commercial,N,N,LC,37,CHIN,May of 2018,2019,Nie et al. 2019,Y,3,marine,,artisanal fishing,Raman,not described,yes
Decapterus muroadsi,Amberstripe scad,Perciformes,Carangidae,3.4,16,20,0.8,2,pelagic-oceanic,160.5,Particulate feeder,commercial,N,N,LC,41,SPSG,2015,2017,Ory et al. 2017,Y,2,marine,hand net,artisanal fishing,FTIR,open-air lab control,vaguely mentioned
Cetengraulis mysticetus,Pacific anchoveta,Clupeiformes,Engraulidae,2.5,1,40,0.025,0.025,pelagic-neritic,16,Particulate feeder,highly commercial,N,N,LC,12,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Engraulis ringens,Anchoveta,Clupeiformes,Engraulidae,2.9,1,116,0.00862069,0.00862069,pelagic-neritic,41.5,Particulate feeder,highly commercial,N,N,LC,17,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Odontesthes regia,Chilean silverside,Atheriniformes,Atherinopsidae,4,1,9,0.111111111,0.111111111,pelagic-neritic,,Particulate feeder,none,N,N,LC,22,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Opisthonema libertate,Pacific thread herring,Clupeiformes,Clupeidae,2.9,2,80,0.025,0.025,pelagic-neritic,25,Filter-feeder: facultative,highly commercial,N,N,LC,25,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Sardinops sagax,South American pilchard,Clupeiformes,Clupeidae,2.8,0,7,0,0,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,34,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,1,30,0.033333333,0.033333333,pelagic-neritic,150,Particulate feeder,highly commercial,Y,Y,LC,34,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Strangomera bentincki,Araucanian herring,Clupeiformes,Clupeidae,2.7,0,10,0,0,pelagic-neritic,35,Filter-feeder: facultative,highly commercial,N,N,LC,26,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes
Anisotremus surinamensis,Black margate,Perciformes,Haemulidae,3.6,0,1,0,0,reef-associated,7.5,Benthic foraging,commercial,N,N,DD,56,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Anisotremus virginicus,Porkfish,Perciformes,Haemulidae,3.6,0,1,0,0,reef-associated,11,Benthic foraging,minor commercial,N,Y,LC,37,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Bagre bagre,Coco sea catfish,Siluriformes,Ariidae,4,5,7,0.714285714,9.142857,demersal,25,Benthic foraging,commercial,N,N,LC,53,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Bagre marinus,Gafftopsail sea catfish,Siluriformes,Ariidae,3.5,4,4,1,7.8,demersal,25,Benthic foraging,commercial,N,Y,LC,56,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Bairdiella ronchus,Ground croaker,Perciformes,Sciaenidae,3.5,0,4,0,0,demersal,28,Benthic foraging,commercial,N,N,LC,27,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Batrachoides surinamensis,Pacuma toadfish,Batrachoidiformes,Batrachoididae,3.7,0,1,0,0,demersal,18.5,Particulate feeder,commercial,N,N,LC,60,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Caranx crysos,Blue runner,Perciformes,Carangidae,4.1,0,3,0,0,reef-associated,50,Particulate feeder,minor commercial,N,Y,LC,34,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Caranx hippos,Crevalle jack,Perciformes,Carangidae,3.6,3,3,1,30.7,reef-associated,175.5,Benthic foraging,commercial,N,Y,LC,41,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Chaetodipterus faber,Atlantic spadefish,Perciformes,Ephippidae,4.5,0,5,0,0,reef-associated,12.5,Particulate feeder,minor commercial,Y,Y,LC,49,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Colomesus psittacus,Banded puffer,Tetraodontiformes,Tetraodontidae,3.6,0,2,0,0,demersal,20.5,Benthic foraging,none,N,N,LC,25,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Conodon nobilis,Barred grunt,Perciformes,Haemulidae,3.6,0,8,0,0,demersal,50.5,Particulate feeder,commercial,N,N,LC,27,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Ctenosciaena gracilicirrhus,Barbel drum,Perciformes,Sciaenidae,3.9,0,11,0,0,demersal,45,Benthic foraging,minor commercial,N,N,LC,32,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Cynoponticus savanna,Guayana pike-conger,Anguilliformes,Muraenesocidae,3.5,0,1,0,0,demersal,50,Benthic foraging,minor commercial,N,N,LC,68,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Cynoscion jamaicensis,Jamaica weakfish,Perciformes,Sciaenidae,3.8,0,3,0,0,demersal,36.5,Active predation,commercial,N,Y,LC,32,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Cynoscion leiarchus,Smooth weakfish,Perciformes,Sciaenidae,3.1,1,2,0.5,0.5,demersal,30,Particulate feeder,commercial,N,Y,LC,37,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Cynoscion microlepidotus,Smallscale weakfish,Perciformes,Sciaenidae,4,3,16,0.1875,0.24375,demersal,15,,commercial,N,N,LC,56,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
